Temp,RH,NO2,NO,O3,SO2,PM2.5,Benzene,Toluene,CO,Xylene,NH3,PM10,target
18,32.9,171,152,1791,10.25,44.02,150,0,6.3,1,0,54.19,0
15.8,39.8,136,112,1425,12.7,48.73,132,1,4.3,2,1,42.22,0
15.3,41.5,93,126,922,10.07,43.54,156,1,1.6,2,0,62.11,0
14.1,46,99,130,971,11.09,28.66,168,0,1.4,1,0,54.13,1
-200,-200,106,120,-200,7.73,31.01,130,1,2,1,0,55.03,0
-200,-200,109,160,-200,7.8,33.95,162,0,2.4,2,2,45.09,1
-200,-200,97,110,-200,10,33.7,126,1,1.8,1,0,28.33,1
-200,-200,83,94,-200,16.31,48.21,154,1,1,2,1,103.42,1
-200,-200,-200,128,-200,18.93,40.66,131,1,1,1,3,54.42,0
-200,-200,79,128,-200,18.99,38.65,150,0,1,1,1,81.18,0
-200,-200,84,140,-200,11.28,49.47,153,0,0.9,1,0,41.25,1
-200,-200,86,120,-200,10.29,33.2,96,0,1.5,2,0,77.6,1
-200,-200,111,110,-200,1.28,34.52,132,0,2.6,1,0,56.44,0
-200,-200,117,130,-200,14.58,44.57,163,0,2.9,2,0,66.25,1
-200,-200,122,120,-200,13.62,58.92,130,1,2.7,1,0,37.35,0
-200,-200,119,112,-200,13.58,51.03,138,0,2.4,1,0,41.96,1
-200,-200,121,150,-200,15.11,45.77,114,0,2.6,0,0,44.72,1
-200,-200,127,125,-200,11.52,38.22,125,1,4.1,2,1,72.18,1
-200,-200,135,156,-200,11.23,34.44,143,0,4.3,2,0,83.29,1
-200,-200,119,128,-200,11.56,28.8,130,1,2.2,1,1,74.79,0
-200,-200,137,130,-200,14.7,114.85,142,1,3.4,1,1,84.96,0
-200,-200,139,135,-200,12.95,20.8,161,0,3.6,1,0,61.1,1
-200,-200,117,108,-200,19.8,22.14,147,0,2.5,2,3,57.28,1
-200,-200,127,140,-200,8.27,19.66,158,0,2.8,2,0,72.82,0
-200,-200,137,115,-200,13.48,22.3,185,0,3.4,2,0,70.21,1
-200,-200,127,152,-200,13.62,22.33,172,0,3,2,1,55.74,1
-200,-200,107,120,-200,5.69,18.54,115,0,2.1,1,0,31.22,1
-200,-200,102,120,-200,9.23,17.91,121,1,2.4,2,1,29.24,1
12,67.9,95,150,1151,6.28,16.28,157,0,2.3,1,2,24.79,0
12,66.9,79,124,975,6.77,21.06,166,0,1.3,1,0,35.39,0
11.5,70.1,78,130,1034,8.66,20.82,163,0,1.7,2,0,47.81,1
11.4,69.8,75,140,980,9.95,18.18,120,1,1.7,1,2,57.11,0
11.1,69.3,-200,135,825,9.74,21.41,161,0,1,1,0,68.27,1
10.8,70.3,52,120,807,8.92,24.51,170,0,0.8,2,0,103.88,1
10.2,73.4,55,112,842,11.73,28.15,160,0,1,2,1,107.31,0
10.8,70.5,65,94,950,11.23,23.65,154,1,1.4,2,1,69.96,1
11,71,72,108,1024,8.21,25.32,175,0,1.7,1,0,78.11,1
12.4,64,76,128,1098,6.41,25.87,156,1,2,1,0,68.72,0
15,53.1,84,129,1011,9.17,22.62,163,0,2,2,0,55.59,1
16.6,44.4,90,110,931,9.64,21.12,142,1,1.9,1,1,59.46,0
18,38.4,89,120,811,10.65,21.79,129,1,2.1,1,2,55.66,0
20.6,30,87,125,756,9.33,18.87,171,0,1.8,2,2,50.06,0
19.9,26.7,88,128,607,10.37,22.11,161,1,1.5,2,1,43.47,0
19.8,23.1,81,140,498,10.76,24.07,180,0,1.3,2,0,45.11,1
21.4,22.7,89,112,540,12.39,25.9,172,1,1.4,2,0,60.89,1
22.1,21.3,91,130,544,11.68,29.8,132,1,1.5,2,3,48.26,0
21.1,24.5,104,125,620,12.96,29.37,144,0,1.7,1,4,54.97,1
18.3,31.6,111,102,740,4.73,33.95,160,0,2,2,1,33.5,1
16.1,35,129,100,921,8.86,31.13,143,1,2.5,1,0,49.43,1
14.8,41.5,133,140,1033,7.05,58.28,158,0,2.4,2,0,49.14,0
13.2,50.3,115,117,984,10.9,63.92,160,1,2,2,2,46.59,0
12.3,55.5,125,120,1193,10.02,73.89,169,0,2.9,2,0,41.99,1
11.8,56.6,117,125,1219,4.23,79.37,144,0,2.5,1,4,38.79,1
11.2,56.2,84,130,913,5.96,78.64,155,0,1.4,2,0,69.33,1
11,56.6,63,160,750,3.69,122.92,151,0,1.2,2,0,48.97,1
9.3,64.3,68,130,772,6.45,160.05,180,0,1,1,0,41.01,1
8.8,66,-200,120,712,6.13,113.9,140,0,1,2,0,32.02,1
7.8,70.4,52,130,712,8.87,126.66,149,0,-200,2,0,26.94,1
7.7,70.7,49,124,727,9.89,116.02,175,0,0.7,2,2,38.25,1
7.4,71,49,120,746,6.88,96.65,96,1,0.8,0,1,38.17,0
8.2,66.6,52,160,733,8.56,110.05,138,0,0.9,2,0,30.98,1
8.7,64.3,58,105,727,15.13,109.84,172,0,1.1,2,0,25.24,1
13,47.9,51,130,642,8.73,140.06,169,0,1,2,0,30.86,0
17.4,35.4,77,150,810,11.63,109.11,112,1,1.6,1,1,29.97,0
20.2,29.2,90,130,851,8.1,107.26,163,0,1.8,2,0,26.62,1
22.7,22.9,118,130,911,7.92,105.87,163,0,2.6,2,0,24.01,1
22.3,22.4,70,150,611,11.58,101.86,162,0,1.1,2,0,28.62,1
22.2,18.9,35,140,368,11.63,96.15,144,1,0.6,2,2,41.47,0
22,19,46,110,369,5.85,88.58,143,1,0.9,1,1,49.26,0
21,23.6,58,110,394,8.82,129.98,143,1,1,1,1,35.5,0
19.6,27.4,61,144,415,9.2,103.71,141,0,1.2,1,2,47.61,0
17.9,30.8,80,101,469,8.28,121.11,156,0,1.4,2,0,50.6,1
16.4,35.3,93,110,607,12.59,82.49,130,0,2,2,1,62.29,1
15.6,37.5,78,135,498,9.51,72.93,132,0,1.1,1,0,56.44,1
15.5,36.7,76,138,481,5.98,94.08,152,1,1.1,1,0,68.97,1
14.5,39,74,150,465,3.69,82.88,154,1,1.1,1,0,82.27,0
14.2,38.2,81,150,478,7.72,88.69,114,0,1.1,1,3,46.76,0
13.7,38.3,58,130,366,4.83,82.52,139,0,0.7,2,0,80.26,1
14.1,34,59,100,332,7.47,72.11,143,1,0.6,1,0,76.32,1
14.6,34,54,145,346,9.6,78.48,146,1,0.7,1,0,98.01,0
14.4,32.8,-200,123,350,13.73,103.22,95,1,0.6,1,2,112.48,0
13.9,30.9,25,134,274,10.96,70.39,162,0,0.3,2,2,91.71,0
13.5,37.9,26,118,263,15.63,107.9,192,0,0.3,2,0,51.48,1
13.9,43.6,49,120,314,15.44,117.08,144,1,0.4,0,0,70.1,0
13.5,50.1,53,146,367,27.32,162.18,105,0,0.5,1,1,75.21,0
13.3,53.6,57,130,432,25.59,205.21,122,0,0.6,1,2,80,1
13.4,56,73,120,536,6.98,165.37,169,0,0.8,0,0,72.48,1
13,59.6,78,150,555,32.74,110.7,165,0,1,2,0,52.91,1
12.7,62.7,93,160,677,19.37,143.72,145,1,1.3,1,1,40.15,0
12.1,60.5,71,125,557,31.75,91.56,163,0,1.1,1,2,57.71,0
11.2,64.4,56,140,421,24.88,133.13,122,1,0.6,1,3,28.72,0
10.7,67.6,60,138,423,26.35,143.52,106,0,0.7,1,3,19.96,0
11.4,61.2,77,120,519,79.47,83.28,103,0,1.2,1,1,15.83,0
9.9,70.5,82,110,533,25.44,75.58,126,1,1.4,1,1,16.42,0
10.3,65.2,77,110,537,30.06,93.73,126,1,1.2,1,1,20.5,0
11,58.9,91,144,612,21.89,127.46,141,0,1.3,1,2,45.04,0
10.6,59.5,93,120,697,17.89,98.6,96,0,1.8,2,0,23.71,1
10.6,57.7,82,134,573,22.59,84.71,145,0,1.2,1,2,24.61,0
10.6,56.1,74,128,489,26.09,86.52,140,0,0.8,2,0,32.52,1
10.3,58,68,135,474,24.66,90.1,132,0,0.8,1,0,14.17,1
10.4,58.4,65,150,455,39.15,68.52,114,0,0.8,1,3,22.96,0
10.7,58.2,58,170,433,34.03,86.43,159,0,0.7,1,0,27.28,0
10.5,59.9,36,115,376,94.3,70.51,181,0,0.5,1,0,7.8,1
10.5,60.8,29,120,360,42.08,78.48,129,1,0.3,1,2,32.62,0
10.6,63.1,-200,145,384,34.4,63.75,150,0,0.4,0,0,40.74,1
11.1,60.1,28,124,363,44.91,68.3,136,1,0.3,1,0,60.26,0
10.1,68.4,68,112,525,27.73,91.23,160,0,0.7,2,1,43.47,0
10,68.7,99,130,873,46.09,92.74,131,0,1.6,1,0,23.92,1
11,64.2,130,142,1399,20.47,96.58,111,1,3.9,2,0,43.47,1
12,58.1,128,150,1501,22.94,91.37,112,1,4.5,1,1,57.46,0
12.8,52,120,130,1186,44.92,88.02,179,1,2.7,2,0,81.89,1
12.6,50.8,93,94,911,37.31,96.82,154,1,1.6,2,1,69.22,1
13.8,47.4,96,110,919,19.08,96.89,158,0,1.6,1,0,62.75,1
15.1,42.7,84,110,791,13.73,109.2,114,1,1.6,1,0,76.16,0
16.3,38.1,87,124,751,1.38,94.95,141,0,1.5,2,0,78.68,0
16.6,36.7,87,140,805,1.61,75.42,160,0,1.8,0,2,86.08,0
15.8,40.5,103,140,966,1.7,73.07,155,1,2.1,0,0,71.36,0
16.3,41.8,88,128,869,1.6,98.25,140,0,1.7,2,0,81.43,1
16.1,42.8,118,105,1196,1.57,118.16,154,1,3,1,0,101.05,1
15.3,46.8,134,156,1523,1.6,95.4,143,0,4.6,2,0,89.38,1
14.7,47,144,115,1579,1.63,70.04,185,0,5,2,0,81.43,1
14.1,49.6,129,148,1370,1.69,56.71,178,0,3.5,2,2,71.95,1
13.5,54.1,108,170,1204,1.42,59.4,146,1,2.1,1,2,75.5,0
12.3,59.2,104,140,1201,1.44,54.75,138,1,2.1,2,1,82.62,0
11.6,62.2,90,140,1122,1.53,62.18,160,0,1.5,0,2,66.97,0
11.5,61.4,74,130,1003,1.8,238.42,144,1,1.1,2,1,67.4,0
10.9,64.6,73,140,918,1.4,125.16,160,0,0.9,2,0,69.39,1
11.1,63.2,60,138,836,0.9,106.45,125,1,0.7,1,1,66.97,0
10.7,64.4,-200,135,759,1.32,92.45,172,0,0.4,2,0,49.21,1
10.7,63.8,57,130,755,14.6,111.75,150,0,-200,2,0,34.83,1
10.2,65.8,62,128,820,23.13,106.19,150,0,0.9,1,1,52.84,0
10.3,65.6,71,130,998,19.01,72.1,179,1,1.6,2,0,80.97,1
10.8,64,94,124,1403,17.01,79.15,109,1,3.9,1,1,71.42,0
13.3,55.6,99,100,1641,14.17,94.8,143,1,5,1,0,50.33,1
15.8,46.8,119,125,1534,14.66,80.14,144,0,4.3,1,4,50.18,1
19.5,34.4,103,118,1257,15.75,89.14,151,0,2.7,2,1,50.51,1
21.1,30.2,95,140,1026,15.47,68.29,111,1,2.1,0,0,60.44,0
18.4,34.2,95,136,993,14.26,67.75,125,1,2.1,1,0,45.81,0
21,30.6,-200,118,919,17.02,80.54,126,0,-200,2,3,37.31,0
21.4,28.7,-200,138,1032,15.8,110.71,160,0,-200,2,0,34.75,1
21.3,27.3,-200,172,1077,15.07,147.57,162,0,-200,2,0,41.04,1
20.4,30.4,-200,125,883,15.37,131.5,125,1,-200,2,1,42.61,1
18.7,34.8,-200,140,1036,15,102.12,186,1,-200,2,0,37.07,1
18.6,34.7,-200,145,1144,16.78,115,125,1,-200,0,0,30.1,0
17.9,35.8,-200,138,1212,13.74,84.84,182,0,-200,2,0,41.43,1
16.5,42.1,-200,112,1486,14.31,74.62,165,0,-200,1,1,39.67,0
14.8,49.7,-200,160,1440,15.67,89.72,125,0,-200,2,0,56.44,0
13.4,54.3,-200,140,1242,14.63,84.03,170,0,-200,1,2,109.35,0
13.4,54.2,-200,132,1089,14.95,82.79,105,1,-200,1,1,163.06,0
12.3,57.6,-200,138,993,15.31,76.38,182,0,-200,2,0,122.89,1
11.6,58.8,-200,138,862,14.18,66.01,125,1,-200,1,1,184.84,0
10.7,62.3,-200,150,815,13.06,116.42,162,0,-200,2,0,172.08,1
10.2,63.2,-200,128,714,19.54,75.49,161,1,-200,2,1,157.38,0
10.5,61.3,-200,120,682,14.6,66.97,160,0,-200,1,0,122.69,0
9.3,65.8,-200,130,744,23.13,161.09,187,0,-200,0,0,116.44,1
9.1,67.4,-200,128,1050,19.01,124.45,161,1,-200,2,1,102.6,0
10.2,62.9,-200,120,1522,17.01,95.15,129,1,-200,1,2,76.61,0
11.6,58.7,-200,138,1623,14.17,73.58,174,0,-200,1,1,72.03,0
13.5,53.4,114,101,1638,14.66,86.32,156,0,3.9,2,0,48.93,1
15,49.3,127,120,1633,15.75,149.26,115,0,3.8,1,0,50.84,1
17.1,42.1,135,115,1654,15.47,70.06,181,0,3.8,1,0,63.47,1
18.4,36.9,135,120,1559,14.26,86.59,115,0,3.9,1,0,55.83,1
19.3,35.4,120,140,1374,17.02,74.12,173,1,3.5,2,0,34.05,0
19.2,35.7,129,112,1418,15.8,52.92,160,0,4,2,1,183.25,0
21.5,30.4,114,140,1228,15.07,47.26,158,0,3,2,0,155.98,0
19.6,34.6,129,170,1293,15.37,52.79,159,0,3.1,1,0,130.58,0
19.6,35.5,149,125,1642,15,63.68,168,0,5.2,2,2,125.33,0
18.3,44.1,149,160,1895,16.78,73.37,125,0,5.9,2,0,128.8,0
17.4,47.8,158,150,2086,13.74,55.24,171,0,7.3,2,0,167.05,1
16.8,49.8,148,112,1898,14.31,83.1,179,0,6.1,2,0,119.1,1
16.2,53.2,134,110,1758,15.67,76.87,153,0,4.6,2,0,115.41,1
14.9,59.1,111,120,1284,14.63,47.01,169,0,2.5,0,0,125.68,1
13.9,64,106,120,1075,14.95,54.77,178,0,2.2,2,0,65.58,1
13.7,66.8,108,130,1084,15.31,103.13,139,0,2,2,0,37.38,1
13.4,69.6,93,140,1049,14.18,117.59,182,0,1.9,2,0,53.23,1
12.8,71.9,83,170,1021,13.06,50.15,155,0,1.6,1,0,38.49,1
12.9,68.5,-200,140,778,19.54,94.1,148,0,1,1,0,36.56,1
11.9,74.8,69,160,948,14.6,105.03,125,0,1,2,0,68.71,0
11.6,76.4,77,130,988,23.13,46.5,132,1,1.2,1,2,64.84,0
11.7,75.3,87,140,1184,19.01,41.76,138,1,2,2,1,71.27,0
12.8,71,109,122,1600,17.01,46.91,165,0,4.5,1,0,97.64,1
13.8,61.1,116,120,1495,14.17,59.98,113,0,4.1,1,1,111.28,0
15.3,51.4,105,138,1188,14.66,82.79,182,0,2.6,2,0,115.5,1
16.6,48.7,106,132,1166,15.75,62.6,168,1,2.3,2,0,129.41,1
17.6,46.7,108,154,1219,15.47,72.53,164,0,2.6,2,1,164.24,0
19.2,42.7,100,130,1128,14.26,44.69,115,1,2.4,1,1,173.47,0
15.7,62.5,149,124,1373,17.02,54.18,166,0,4.3,1,0,160.66,0
14.5,75.7,148,145,1415,15.8,81.84,125,1,4.6,0,0,93.11,0
14.4,77.4,126,165,1302,15.07,46.48,124,0,4,1,3,43.67,0
14.6,74.9,140,120,1308,15.37,62.32,140,1,4.7,1,1,48,0
14.6,76,142,110,1449,15,37.26,126,1,5.7,1,0,46.57,1
14,76.3,141,150,1385,16.78,37.96,157,0,5.2,1,2,66.67,0
13.9,78,149,150,1492,13.74,34.1,154,0,6.4,1,3,100.01,0
13.8,78,140,128,1380,14.31,64.5,130,1,6,1,1,100.82,0
13.5,79.4,117,180,1167,15.67,50.97,154,1,3.4,2,0,112.7,1
13.1,80.1,103,110,1095,14.63,64.44,126,1,2.7,1,1,112.5,0
12.8,81,99,128,1105,14.95,51.5,156,1,3.1,1,0,107.69,0
12.7,80.6,100,140,1051,15.31,33.38,173,1,2.6,2,0,183,0
12.5,81.8,88,130,1009,14.18,42.11,97,0,2.2,1,1,183.15,0
12.7,81.2,83,178,972,13.06,46.35,145,0,1.9,0,0,190.73,1
12.4,82.4,-200,134,884,19.54,61.32,158,0,-200,2,1,152.44,1
12.6,79.9,-200,102,661,14.6,48.84,122,0,-200,1,0,97.29,1
12.8,80,-200,135,774,23.13,39.23,161,0,-200,1,0,154.02,1
12.6,79.9,-200,134,868,19.01,45.37,145,0,-200,1,2,159.49,0
12.5,79.6,-200,102,965,17.01,55.7,122,0,-200,1,0,125.4,1
12.8,80.8,-200,140,985,14.17,54.11,160,0,-200,0,2,129.57,0
13.5,78.1,-200,126,963,14.66,52.68,134,0,-200,1,1,143.69,0
14.6,74.9,-200,130,1069,15.75,44.12,155,0,-200,2,0,137.58,1
16.8,61,-200,120,864,15.47,46.52,96,1,-200,0,1,139.02,0
18.8,50.1,-200,140,641,14.26,57.06,178,0,-200,2,0,155.25,1
19.3,47.1,-200,120,740,17.02,84.14,162,0,-200,2,0,172.67,1
19.3,46.6,-200,120,532,15.8,52.24,99,1,-200,1,2,170.04,0
19.7,44.4,-200,144,572,15.07,62.44,126,1,-200,1,0,162.72,0
19.3,45.7,-200,140,630,15.37,66.97,163,0,-200,1,1,160.83,0
17.9,49.9,-200,136,608,15,75.05,152,0,-200,2,2,163.9,0
16.9,53.2,-200,120,644,16.78,60.5,130,1,-200,1,0,160.28,0
16.1,56,-200,104,833,13.74,88.33,148,1,-200,1,0,164.19,1
16.5,52.8,-200,112,923,14.31,78.11,132,1,-200,2,1,174.31,0
16.9,51.1,-200,120,790,15.67,62.04,144,0,-200,2,0,137.52,0
17,50.8,-200,135,961,14.63,73.98,127,0,-200,1,1,22.54,0
16.9,54.8,-200,130,1177,14.95,75.84,179,0,-200,2,0,19.98,1
16.3,57.2,-200,134,943,15.31,92.21,162,0,-200,2,2,33.04,0
16,56.2,-200,120,742,14.18,64.71,182,1,-200,1,0,69.23,0
15.6,60.2,-200,118,705,13.06,67.44,140,0,-200,1,0,84.99,0
14.6,68.2,-200,146,663,19.54,69.51,105,0,-200,1,1,81.9,0
14.3,69.6,-200,120,536,14.6,112.44,173,0,-200,2,0,121.25,1
13.8,71.9,-200,140,441,23.13,133.21,160,0,-200,2,0,142.65,1
13.8,72.7,-200,130,477,19.01,89.74,169,0,-200,2,0,135.61,0
14.2,72.3,-200,130,506,17.01,74.35,115,1,-200,1,1,114.53,0
14.5,72.9,-200,110,608,14.17,96.96,108,1,-200,1,1,87.25,0
14.2,75.6,-200,120,663,14.66,122.78,194,0,-200,0,0,127.1,1
14.5,77.2,-200,124,912,15.75,109.21,109,1,-200,1,1,145.06,0
14.9,74.5,-200,130,963,15.47,94.41,132,1,-200,1,2,154.73,0
15.5,67.4,-200,135,803,14.26,97.92,127,0,-200,1,1,136.71,0
16.7,56,-200,152,564,17.02,97.68,181,0,-200,2,0,140.9,0
17.1,55.5,-200,140,501,15.8,99.9,142,0,-200,2,1,189.28,1
16.2,62.4,-200,120,701,15.07,78.55,182,1,-200,1,0,230.27,0
17.4,58.9,-200,130,783,15.37,73.58,150,0,-200,2,0,187.83,1
17.5,54.6,-200,120,784,15,64.02,169,0,-200,0,0,196.3,1
17.5,54.2,-200,130,861,16.78,81.22,162,0,-200,2,1,184.73,1
17,55.1,-200,140,1156,13.74,75.74,158,0,-200,2,0,215.5,0
16.4,57.8,-200,142,1047,14.31,70.14,111,1,-200,2,0,219.63,1
15.8,60.4,-200,134,1034,15.67,67.2,162,0,-200,1,0,225.75,1
15.5,63.3,-200,140,962,14.63,225.49,123,1,-200,1,0,198.47,0
15,65.2,-200,136,1100,14.95,182.46,169,0,-200,1,0,193.4,1
14.5,67.3,-200,140,1047,15.31,95.69,151,0,-200,2,2,157.03,1
14.1,70.1,-200,120,874,14.18,93.12,140,0,-200,2,0,146.49,1
13.8,73.3,-200,178,747,13.06,64.3,165,1,-200,1,2,172.92,0
13.1,78.3,-200,120,589,19.54,81.71,162,0,-200,1,0,182.65,1
13,78.2,-200,152,635,14.6,66.39,172,0,-200,2,1,159.44,1
14.3,70.1,-200,160,671,23.13,92.59,163,0,-200,2,1,174.01,1
14,70.9,-200,145,992,19.01,84.47,125,1,-200,0,0,163.17,0
15.4,64.2,-200,132,1308,17.01,76.98,168,1,-200,2,0,173.27,1
16.5,57.9,-200,160,1303,14.17,46.04,108,1,-200,1,3,159.1,0
18.8,48,-200,130,893,14.66,37.55,97,0,-200,1,1,141.29,0
19.5,43.3,-200,135,715,15.75,33.97,170,0,-200,2,0,165.55,1
18.5,45.5,-200,138,685,15.47,35.48,152,1,-200,1,0,117.55,1
18,46.7,-200,130,947,14.26,34.11,143,0,-200,1,0,108.94,1
16.5,58.2,-200,130,1049,17.02,33.69,146,0,-200,1,3,63.23,1
12.1,75.6,-200,130,741,15.8,42.31,163,0,-200,2,0,40.61,1
11.1,75.6,-200,140,801,15.07,24.6,163,0,-200,1,1,49.07,0
10.5,79,-200,140,969,15.37,27.93,157,0,-200,2,1,70.71,1
10,80.5,-200,140,1038,15,41.39,151,0,-200,2,2,87.78,1
11.3,70.5,-200,136,889,16.78,46.79,169,0,-200,1,0,99.22,1
10.7,71.5,-200,100,879,13.74,51.63,122,0,-200,1,0,137.17,1
9.9,74,-200,108,846,14.31,63.15,147,0,-200,2,3,111.15,1
10.8,68.2,-200,140,712,15.67,57.47,123,1,-200,1,0,128.56,0
10.2,74,-200,108,747,14.63,50.27,175,0,-200,1,0,129.54,1
10.1,77.5,-200,140,791,14.95,42.02,116,0,-200,1,0,129.76,1
9.9,77.7,-200,128,637,15.31,48.74,130,1,-200,1,2,146.56,0
9.5,80.2,-200,120,553,14.18,46.51,96,0,-200,2,0,142.46,1
9.5,79.7,-200,140,449,13.06,48.1,155,1,-200,0,0,125.82,0
9.7,78.9,-200,120,485,19.54,41.38,172,0,-200,2,0,96.18,1
9.8,80,-200,138,540,14.6,46.46,173,0,-200,2,4,128.56,1
10,79.6,-200,172,685,23.13,39.68,162,0,-200,2,0,148.8,1
10.3,79.4,-200,118,925,19.01,38.27,190,0,-200,1,0,119.5,1
11,77.4,-200,125,1382,17.01,35.06,166,0,-200,1,0,121.81,1
12.3,69.2,-200,110,1645,14.17,30.07,161,0,-200,2,0,142.17,1
14.5,60.4,-200,118,1514,14.66,48.74,140,0,-200,1,0,130.91,0
16,56.3,-200,108,1509,15.75,35.3,169,1,-200,1,2,101.22,0
18.1,51.1,-200,128,1520,15.47,34.31,184,0,-200,2,0,64.61,1
23,37.5,-200,110,1471,14.26,33.97,177,0,-200,2,1,58.96,0
21.8,39.6,-200,142,1282,17.02,41.08,147,1,-200,1,3,72.77,0
21.9,37.2,-200,140,1004,15.8,25.56,148,0,-200,1,0,63.36,1
23.8,31.4,-200,118,714,15.07,26.75,140,0,-200,1,0,66.4,0
25.9,26.9,-200,106,940,15.37,32.71,142,0,-200,2,2,95.79,1
25.8,29.9,-200,128,1272,15,32.79,105,1,-200,1,1,106.73,1
22.6,39.5,-200,135,1526,16.78,28.02,161,0,-200,1,0,149.98,1
19.9,45,-200,130,1488,13.74,26.92,146,0,-200,1,3,121.35,1
17.9,47.4,-200,180,1475,14.31,69.38,117,1,-200,1,0,80.8,0
16.8,50.4,-200,154,1182,15.67,42.08,164,0,-200,2,1,52.83,0
16,52,-200,140,933,14.63,35.67,170,0,-200,1,2,39.26,0
14.2,59.1,-200,160,1001,14.95,63.09,162,0,-200,2,2,49.94,1
14.2,56.7,-200,120,756,15.31,46.13,178,0,-200,2,0,59.54,1
12.2,67.7,-200,117,952,14.18,57.49,160,1,-200,2,2,51.79,0
13.2,61.7,-200,110,808,13.06,49.23,159,0,-200,2,0,54.86,1
10.9,71,-200,132,779,19.54,70.03,143,1,-200,1,4,52.32,0
11.3,67.6,-200,110,717,14.6,60.03,142,1,-200,1,1,76.9,0
10.1,71.8,-200,120,779,23.13,49.43,173,0,-200,2,0,116.27,1
10.2,70.9,-200,134,1009,19.01,59.63,150,1,-200,1,2,87.51,0
11.8,66,-200,120,1595,17.01,53.13,113,0,-200,1,1,53.9,0
14,58.2,-200,136,1940,14.17,43.22,125,1,-200,1,0,59.01,0
17,50.2,-200,125,1628,14.66,44.75,163,0,-200,1,2,47.74,0
22.3,36.9,-200,145,1573,15.75,44.27,132,0,-200,1,2,50.79,0
24.4,30.9,-200,140,1187,15.47,47.77,178,0,-200,2,0,90.58,1
25.9,26.7,-200,112,900,14.26,47.88,132,1,-200,2,1,104.04,0
25.8,26.1,-200,108,800,17.02,47.71,147,0,-200,2,3,129.33,1
26.3,24.8,-200,140,770,15.8,34.72,142,0,-200,2,1,124.06,1
27,22.2,-200,128,758,15.07,37.99,130,1,-200,1,1,101.35,0
27.3,20.5,-200,140,886,15.37,41.69,165,0,-200,2,0,93.9,1
25.8,24.1,-200,120,1219,15,45.31,162,0,-200,1,0,69.14,1
25.3,28.9,-200,120,1725,16.78,43.48,162,0,-200,2,0,53.31,1
23.8,33.7,-200,152,1745,13.74,41.97,181,0,-200,2,0,49.43,0
21.4,36,-200,140,1600,14.31,38.49,173,1,-200,2,0,43.12,0
19.8,39.5,-200,128,1310,15.67,41.7,170,0,-200,2,0,53.08,1
19.2,42.1,-200,110,1208,14.63,42.43,168,0,-200,0,0,64.65,0
18.8,45.8,-200,114,1074,14.95,38.99,140,0,-200,0,3,48.09,0
17.1,50.8,-200,108,993,15.31,34.92,175,0,-200,1,0,46.96,1
16.2,53.4,-200,128,923,14.18,32.7,131,1,-200,1,3,51.83,0
16,53.5,-200,138,819,13.06,44.65,174,0,-200,1,1,60.54,0
14.3,59.2,-200,123,727,19.54,51.63,95,1,-200,1,2,70.3,0
13.3,62.6,-200,110,694,15.37,48.67,158,0,-200,2,0,65.16,0
13.4,59.5,-200,112,727,13.18,37.73,143,0,-200,2,0,60.07,1
12.2,64.1,-200,140,926,14.75,73.98,164,1,-200,2,0,72.26,1
13.9,57.2,-200,125,1194,15.01,52.55,141,1,-200,1,1,70.85,0
15.2,53.2,-200,110,1502,14.26,48.26,118,1,-200,1,1,62.5,0
19.2,41.6,-200,110,1743,14.56,46.8,159,0,-200,2,0,45.07,1
23.7,30.6,-200,120,1542,0,39.43,113,0,1.4,1,1,39.04,0
